,text,date,score
181,nasa is pushing ahead with plans to introduce a standardized time zone on the moon. the proposed coordinated lunar time ltc would be used to schedule missions and explorations on the moon. reports,2024-09-29T21:18:30.000Z,1
182,"nasa estimates that material orbits a black hole at a speed around 20,000 miles per second equivalent to circling the earth every sec . so you d expect the jet being fired out of the black hole to be going at least that fast. in any case, it s rapid!",2024-10-01T08:56:58.508Z,-1
183,into the abyss nasa s autonomous robots seek answers under polar ice scitechdaily more info from ecosearch,2024-10-06T00:09:10.196080+00:00,0
184,i think nasa should get a bigger budget even if its only for taking pretty pictures of space,2024-10-09T19:30:29.304Z,1
185,spacex has enabled so much of our modern lives and could have 100 just been part of a properly funded nasa,2024-10-13T13:21:45.389Z,1
186,"please someone disband or defund nasa, space force boeing. all complete failures now indebted and in servitude to the most demented man on earth. colossal national security failure.",2024-09-30T02:06:35.427Z,-1
187,nasa s exoplanet hunter tess spots a record breaking 3 star system space.com more info from ecosearch,2024-10-04T18:15:12.887474+00:00,0
188,"a to behold this image, taken by nasa astronaut matthew dominick, shows the stunning comet tsuchinshan atlas as it shined over a nighttime earth with green auroras below on sept. 29.",2024-10-09T09:26:07.769Z,0
189,"there s literally no choice. blue origin can t get anything into space without explodifying yet asshole republicans stripped nasa of the money rights to do it themselves, and there s no other option that isn t soyuzes from putin to get up to the iss as usual, the gop fucked us all",2024-10-07T23:50:51.218Z,-1
190,nasa extends tiny capstone probe s moon mission to december 2025 space.com more info from ecosearch,2024-10-14T19:24:09.573960+00:00,0
191,"7 more water vapour in the atmosphere for every degree celsius according to this nasa page. and just like the heat, that can turn into local extremes for the global average. science.nasa.gov earth climat...",2024-09-30T08:13:44.833Z,-1
192,a serendipitous nasa family reunion,2024-10-13T10:13:04.260006Z,0
193,nasa posts revised janus asteroid mission rfi...,2024-10-07T01:31:31.355326+00:00,0
194,"i m probably the world s foremost expert on the use of atmospheric chemical reaction network topology as a potential biosignature for exoplanets. also, i helped write the book or, the chapter of the book, the nasa astrobiology primer 3.0 on alternative biochemistries and life as we don t know it",2024-10-07T23:13:04.156Z,1
195,yeah i feel that. my dad worked for nasa so it was kind of omnipresent in my life growing lol,2024-10-11T15:32:48.549Z,0
196,"at the faculties, they present themselves as our journalists na fakultetah se predstavljata kot nasa novinarja byu pyreguardian inslovenia posted by",2024-10-09T15:52:15+00:00,0
197,nasa project manager honors mother s impact,2024-10-07T23:19:31.051600Z,0
198,nasa welcomes dominican republic as 44th artemis accords signatory,2024-10-07T22:19:26.810669Z,1
199,"nasa has now confirmed the existence of 5,602 exoplanets in 4,166 different planetary systems.",2024-10-09T08:12:05.975Z,1
200,nasa new insights into how mars became uninhabitable nasa new insights into how mars became uninhabitable by scifipi,2024-10-09T18:19:02+00:00,1
