,text,date,score
179,"like nasa, we are doing a lot of studying the atmosphere and no actual change to the exponential increase in emissions, which some say is linked to climate change",2024-10-03T15:07:34.115Z,-1
180,"yeah, i wear it here and i would wear it anywhere to celebrate publically funded rocketry and exploration. we re far enough away from the space coast that it s not like there is a strong nasa presence here, but it definitely is nice to be close!",2024-10-13T19:17:50.374Z,1
181,nasa is pushing ahead with plans to introduce a standardized time zone on the moon. the proposed coordinated lunar time ltc would be used to schedule missions and explorations on the moon. reports,2024-09-29T21:18:30.000Z,1
182,"nasa estimates that material orbits a black hole at a speed around 20,000 miles per second equivalent to circling the earth every sec . so you d expect the jet being fired out of the black hole to be going at least that fast. in any case, it s rapid!",2024-10-01T08:56:58.508Z,-1
183,into the abyss nasa s autonomous robots seek answers under polar ice scitechdaily more info from ecosearch,2024-10-06T00:09:10.196080+00:00,0
184,i think nasa should get a bigger budget even if its only for taking pretty pictures of space,2024-10-09T19:30:29.304Z,1
185,spacex has enabled so much of our modern lives and could have 100 just been part of a properly funded nasa,2024-10-13T13:21:45.389Z,1
186,"please someone disband or defund nasa, space force boeing. all complete failures now indebted and in servitude to the most demented man on earth. colossal national security failure.",2024-09-30T02:06:35.427Z,-1
187,nasa s exoplanet hunter tess spots a record breaking 3 star system space.com more info from ecosearch,2024-10-04T18:15:12.887474+00:00,0
188,"a to behold this image, taken by nasa astronaut matthew dominick, shows the stunning comet tsuchinshan atlas as it shined over a nighttime earth with green auroras below on sept. 29.",2024-10-09T09:26:07.769Z,0
189,"there s literally no choice. blue origin can t get anything into space without explodifying yet asshole republicans stripped nasa of the money rights to do it themselves, and there s no other option that isn t soyuzes from putin to get up to the iss as usual, the gop fucked us all",2024-10-07T23:50:51.218Z,-1
190,nasa extends tiny capstone probe s moon mission to december 2025 space.com more info from ecosearch,2024-10-14T19:24:09.573960+00:00,0
191,"7 more water vapour in the atmosphere for every degree celsius according to this nasa page. and just like the heat, that can turn into local extremes for the global average. science.nasa.gov earth climat...",2024-09-30T08:13:44.833Z,-1
192,a serendipitous nasa family reunion,2024-10-13T10:13:04.260006Z,0
193,nasa posts revised janus asteroid mission rfi...,2024-10-07T01:31:31.355326+00:00,0
194,"i m probably the world s foremost expert on the use of atmospheric chemical reaction network topology as a potential biosignature for exoplanets. also, i helped write the book or, the chapter of the book, the nasa astrobiology primer 3.0 on alternative biochemistries and life as we don t know it",2024-10-07T23:13:04.156Z,1
195,yeah i feel that. my dad worked for nasa so it was kind of omnipresent in my life growing lol,2024-10-11T15:32:48.549Z,0
196,"at the faculties, they present themselves as our journalists na fakultetah se predstavljata kot nasa novinarja byu pyreguardian inslovenia posted by",2024-10-09T15:52:15+00:00,0
197,nasa project manager honors mother s impact,2024-10-07T23:19:31.051600Z,0
198,nasa welcomes dominican republic as 44th artemis accords signatory,2024-10-07T22:19:26.810669Z,1
199,"nasa has now confirmed the existence of 5,602 exoplanets in 4,166 different planetary systems.",2024-10-09T08:12:05.975Z,1
200,nasa new insights into how mars became uninhabitable nasa new insights into how mars became uninhabitable by scifipi,2024-10-09T18:19:02+00:00,1
201,four volunteers entered a simulated mars habitat as part of a nasa mission for 378 days. the participants will face challenges that simulate real life conditions for a human mission to mars. they will live and work in a 3d printed habitat at the johnson space center in houston.,2023-06-29T13:18:33.497Z,0
202,"thank you! i ve had to remind myself at least once a week for the past year, hey... it s pretty cool to be interning at freaking nasa!",2023-07-23T05:08:55.198Z,1
203,high altitude clouds captured by nasa perseverance rover on sol 738 before sunrise. nasa jpl caltech simeon schmauﾃ・E,2023-07-15T19:30:49.033Z,0
204,"the fantastic jess bush and i had a great convo about spock and chapel s feelings for each other on , and i asked jess about her visit to nasa! she s so cool.",2023-07-13T18:41:18.999Z,1
205,with that nasa shirt i can only imagine were going to space. that sounds pretty hecking cool tbh d,2023-07-08T15:21:20.936Z,1
206,"very cool. how about some alt text for the image? you can just use the figure caption the first anniversary image from nasa s james webb space telescope displays the rho ophiuchi cloud complex, the closest star forming region to earth. nasa esa csa stsci klaus pontoppidan",2023-07-12T16:28:17.313Z,1
207,"note the hexagonal feature in the image of sn 2004et is due to jwst s mirrors! similar to how 6 spikes appear in stars in jwst images. the galaxy is 22 million ly away. cred for imgs in op left nasa, esa, csa, ori fox, melissa shahbandeh, alyssa pagan right kpno, nsf noirlab, aura, alyssa pagan",2023-07-05T19:52:24.015Z,0
208,nasa in a black metal style works considering many of it s founding members were nazis in both cases,2023-07-03T00:02:25.333Z,-1
209,this was my official nasa lunch for most of the time i worked there lmfao i never got the fancy shaker though,2023-07-02T14:59:55.386Z,1
210,nasa is paying 55m per seat and dragon isn t profitable? maybe it s still too soon?,2023-07-25T03:13:27.772Z,-1
211,there s footage out there from nasa of some terrestrial based weapon shooting at a ufo. it s almost like the world power in favour of hegemony and imperialism wants to bomb the fuck out of these beings capable of preventing nuclear war and trying to tell everyone that we should love each other lmao,2023-07-16T18:08:07.586Z,-1
212,libraries are almost always among the lowest funded of city or county services and i m sure people would be shocked to learn that. like when i worked for nasa as a policy analyst and our entire agency budget was like 14b.,2023-07-07T00:34:29.891Z,-1
213,working on topological semantics for modal logic at nasa for the purposes of applications to distributed computing by way of coordinating firefighting drones.,2023-07-04T01:17:53.636Z,1
214,"avoiding people, huh? this time i m going to reach outside the nasa exoplanet archive for pso j318.5 22, a free floating or rogue , if you will planet which has flung itself out of its natal solar system and is floating alone out there in the peace of the interstellar reaches of the galaxy.",2023-07-24T22:15:25.399Z,-1
215,"can confirm. my dad worked at jsc starting in 62, before it was actually built. i m the only member of my family that doesn t work at nasa. space is cool, but it sucks.",2023-07-19T14:50:52.642Z,-1
216,"nature astronomy covers appreciation post voyager 2 breaks out of the bubble 2019 image ben c. smith, johns hopkins apl nasa jpl cover design allen beattie",2023-07-24T11:22:31.274Z,1
217,"neptune and its moon triton on august 31 1989, following the flyby of voyager 2. nasa jpl caltech kevin m. gill",2023-07-18T21:28:36.429Z,0
218,"jupiter, juno mission perijove 52 nasa jpl caltech msss swri kevin m. gill",2023-07-13T14:15:36.594Z,0
219,"i was in dc a couple years ago and i regret to inform you that it s still a thing. but i did not see anyone wearing it, so i m not sure who the target demographic is. everyone knows baddies wear nasa gear, not sure why fbi thinks it can compete",2023-07-05T17:20:07.701Z,0
220,"nasa engineer, circa 1960",2023-07-07T18:29:50.030Z,0
221,also at nasa,2023-07-10T22:24:48.233Z,0
222,"give this a try a cross parallel eye stereogram of a gnarly rock on mars taken tosol by the perseverance rover. use the left two images if you can do cross eye, the right two if you do parallel eye. mars in 3d! nasa jpl caltech asu kevin m. gill",2023-07-19T12:38:52.437Z,0
223,want to monitor bluesky like it s a web 1.0 nasa operation? skyfeed has you covered!,2023-07-26T08:52:59.479Z,1
224,"nasa expoplanets posted a quiz on another social media app, to see which exoplanet you re most like. i got a completely different exoplanet than the one that .bsky.social chose for me! it s nice, but i like k2 138 better!",2023-07-27T00:42:51.517Z,1
225,i wanna make nasa patches now lmaoooo with this logo,2023-07-02T17:34:33.375Z,1
226,"it s the 80s now. the moon is long gone. some souvenir rocks are safe at nasa. it s 2012 now. neil, man, you died. it was your heart of course. jessica rowshandel",2023-07-19T14:15:44.110Z,-1
227,"on the morning of sept. 24, that sample from 8.5 billion year old bennu will land inside the utah test and training range near dugway proving ground. nasa officials hope clues to the origins of life in our universe will be on board.",2023-07-21T22:07:38.503Z,0
228,"the curiosity rover s sol 3878 workspace, taken post drive on july 4th. this is the area directly in front of the rover that is reachable by the arm. nasa jpl caltech msss kevin m. gill,",2023-07-06T16:49:21.646Z,0
229,after they announced aliens it makes more sense why nasa has fa 18s,2023-07-28T22:17:17.423Z,-1
230,"because it s still cool to read about the latest science from actual scientists, so i still think the astronomy feed can have a lot of value to more engaged members of the public. over time if e.g. nasa or esa set up shop here then an outreach feed would have a lot of potential content.",2023-07-10T12:02:26.852Z,1
231,martian rock texture taken a few hours ago tosol 846 by the mars perseverance rover using the supercam. nasa jpl caltech lanl cnes irap kevin m. gill,2023-07-08T03:38:30.764Z,0
232,"happy sciversary to celebrate, here s a new peek at rho ophiuchi, our nearest star forming region. gorgeous! image credit nasa, esa, csa, stsci, k. pontoppidan stsci , a. pagan stsci",2023-07-12T10:41:46.327Z,1
233,"hello fellow gardeners! i am currently growing peppers from seeds that came off the parent plant on the iss for a citizen science experiment for nasa. i am heading back to school in aug to get a botany degree bc i i grow everything i can, my house is full of ufo books and plants.",2023-07-07T22:44:22.750Z,1
234,help nasa pay for some non mars and non human spaceflights. i basically want to see pictures of new places.,2023-07-19T20:08:30.561Z,0
235,"i am an aerospace engineer, working mainly on thermal analysis for human spaceflight. i have worked different aspects of nasa s artemis program to return people to the moon, including orion and the lunar gateway space station",2023-07-25T18:46:14.178Z,1
236,so the space shuttle wasn t reusable and most engineers at space x didn t previously work for nasa?,2023-07-25T15:32:21.253Z,-1
237,"pls contribute to my kickstarter moon sharks vs the astronauts nasa s artemis iii astronauts land near the moon s southern pole, an area rich w water. the water will sustain the crew said nasa but nasa wasn t prepared for the moon sharks we ve advised the crew to punch them in the gills",2023-07-25T22:37:45.605Z,0
238,i made this one earlier. i will make yours in black on white unless otherwise specified. this is in nasa red.,2023-07-03T00:07:10.091Z,0
239,"the martian could have absolutely been improved by matt damon getting dunked on by nasa officials, his family, and the occasional sentient rock.",2023-07-27T00:35:11.409Z,-1
240,"indian moon lander will drop a nasa retroreflector. meanwhile nasa hires plenty of indian ams sunanda sharma, ryan roppel analysed observations from two formations on the jezero crater floor",2023-07-15T00:36:02.922Z,0
241,i just spent 15 minutes trying to figure why nasa would want commercial real estate so yeah it s a hard land,2023-07-02T22:43:18.625Z,-1
242,i did a gig for nasa and i cummed.on the mars rover before they sent it. we have seeded the heavens.,2023-07-14T00:47:15.855Z,0
243,atmosphere on venus feel so good when u ain t got a nasa bitch in ya ear telling you it s dangerous,2023-07-28T23:57:53.051Z,1
244,"on my way back home from the nasa small bodies meeting, lots of fun with friends. listening to a wombats song over and over on the flight as one does, i wear a suitcase under each one of my eyes astrophysics, you ll never be my closest friend, i find no comfort, in what my mind can t comprehend",2023-07-14T00:18:50.058Z,1
245,nasa should try looking for intelligent life on hinge,2023-07-07T17:40:43.669Z,0
246,have you read about this? this is definitely one of my favourite out there nasa aviation projects,2023-07-12T07:25:41.802Z,1
247,"something s going to break at my home with my family, like the lawnmower or something, and i m not going to be there to fix it, he told the newspaper. i think it s going to be easy to get homesick when that happens. so, no. nasa is not paying their mortgage.",2023-07-02T15:39:39.549Z,-1
248,"and then space happened. nasa has just launched the gemini program. cordless tools were almost perfect. except! newton made laws and drills made torque. when you spin a bolt in space, the bolt spins you.",2023-07-25T18:35:45.134Z,1
249,have you looked at pots at all? if you have a pulse oximeter you could do a nasa lean test. it can make some people winded with standing walking in a way that s not about the lungs assuming lungs have checked out . but also look for account of mild me. it doesn t all look like being housebound.,2023-07-11T18:12:29.449Z,0
250,nasa s new artemis astrovans arrive for use by moon bound crews,2023-07-12T14:15:18.507Z,1
251,nasa has come a long way,2023-07-13T06:08:45.034Z,1
252,challenging them amplifies them. nasa doesn t argue with flat earthers. you can t argue with someone committed to being wrong as part of their identity. the only thing you can do on social media is deny them the oxygen to burn.,2023-07-04T21:07:11.919Z,-1
253,seeing new accounts follow me and checking their following lists and seeing that they just follow like a bunch of big name astronomers and also me is so wild. like. how am i among the first ppl u follow next to nasa and katie mack.,2023-07-15T08:24:47.517Z,1
254,are you gonna try to tell me nasa doesn t know what theyre doing naming all the impact craters on mercury after artists,2023-07-24T23:51:17.799Z,1
255,that only qualified people could become president. and that my dad test drove the nasa rockets.,2023-07-08T16:57:18.401Z,-1
256,"this reminds me of some brazilian dude who had the gall to reply are you sure? to fucking nasa on the birdsite. no, fucktard, we post stuff based on a hunch",2023-07-19T16:11:59.513Z,-1
257,"lol when you can show me where nasa has created reusable launch vehicle technology and why they have awarded spacex launch missions of theirs instead of using their own launch vehicles, we can talk more, until then we ll end it here.",2023-07-25T15:10:50.947Z,-1
258,image credit nasa jpl caltech msss,2023-07-24T12:42:06.860Z,0
259,this nasa astronomy picture of the day is breathtaking and my new phone wallpaper. aurora over icelandic waterfall image credit copyright cari letelier,2023-07-14T00:21:43.259Z,1
260,the mars curiosity rover used it s mahli camera yestersol 3880 to image this exposed bedrock mineral vein. nasa jpl caltech msss kevin m. gill,2023-07-07T18:36:17.912Z,0
261,"nasa is marking the first anniversary of the james webb space telescope s scientific debut with the release of a new image, demonstrating the telescope s ability to re envision the universe. see more discoveries from the telescope",2023-07-12T15:26:54.452Z,1
262,a friend of mine had to manage literal rocket scientists at nasa who all hated each other. and therefore weren t doing their work.,2023-07-16T13:08:20.856Z,-1
263,"first off, the aliens love pizza. if u have some, u might want to watch out. if u turn your back? you might be outta luck, my friend! ha ha! hey! wheres the pizza!?! thats you. ok have a good weekend why is nasa telling us what we already know? i always have a good weekend",2023-07-26T18:33:42.001Z,1
264,"in recent years, i ve become pro giant asteroid. i want someone to make a movie that s like armageddon or deep impact, but it s about nasa giving up on humanity and sending a deep space crew to divert an asteroid into the path of the earth.",2023-07-07T23:33:56.842Z,-1
265,"hello, hooray! you can have hip 14810 b it is the biggest sibling in the three planet hip 14810 system, and is found in the aries constellation!! note surprisingly hard to work out what constellations the exoplanets are in... new feature for the nasa exoplanet archive...?",2023-07-24T23:01:49.101Z,1
266,i used to work in quality control inspection of morton thykol srb o ring assemblies at nasa back in the 80 s and i was laid off in 1987 for some...reason. now i m a part time inventor on instagram!,2023-07-06T05:45:22.868Z,-1
267,"i was amused at the thought of a science y nasa employee also reading a book about magick but then i remembered that jack parsons a pioneer in rocket science was also big in crowley, so maybe not that surprising?",2023-07-26T13:12:10.715Z,1
268,reminds me how nasa had to go buy cpus on ebay... 20 years ago. should have picked z80 instead of x86 for those space shuttles!,2023-07-10T15:38:15.511Z,0
269,"i follow most the nasa pages. i find space fascinating . we are all stardust, and to the stars we will one day return. of course that will be billions of years from now as it wont happen til the earth dies. hubble checks in on a galactic neighbor nasa",2023-07-05T15:12:42.392Z,1
270,"for the one year anniversary of jwst, a magnificent image of an active star forming region in the rho ophiuchi cloud complex. about 390 lightyears away in the constellation ophiuchus. credit nasa, esa, csa, stsci, k. pontoppidan stsci image processing a. pagan stsci",2023-07-12T17:51:16.181Z,1
271,"hiring nasa scientists and engineers then using their theories and tests developed at nasa while getting funding from the us government is not revolutionizing, champ. it s theft of nasa s budget. that s all he did",2023-07-20T16:22:43.937Z,-1
272,"a nasa entrou em contato com a escola estadual honorato filgueiras, do parﾃ｡, para convidar seis alunos do ensino mﾃｩdio, que descobriram um asteroide, a apresentar essa pesquisa nos estados unidos.",2023-07-07T21:23:08.590Z,1
273,"very cool. how about some alt text for the image? you can just use the figure caption the first anniversary image from nasa s james webb space telescope displays the rho ophiuchi cloud complex, the closest star forming region to earth. nasa esa csa stsci klaus pontoppidan",2023-07-12T16:28:17.313Z,1
274,"avoiding people, huh? this time i m going to reach outside the nasa exoplanet archive for pso j318.5 22, a free floating or rogue , if you will planet which has flung itself out of its natal solar system and is floating alone out there in the peace of the interstellar reaches of the galaxy.",2023-07-24T22:15:25.399Z,-1
275,have you looked at pots at all? if you have a pulse oximeter you could do a nasa lean test. it can make some people winded with standing walking in a way that s not about the lungs assuming lungs have checked out . but also look for account of mild me. it doesn t all look like being housebound.,2023-07-11T18:12:29.449Z,0
276,"first off, the aliens love pizza. if u have some, u might want to watch out. if u turn your back? you might be outta luck, my friend! ha ha! hey! wheres the pizza!?! thats you. ok have a good weekend why is nasa telling us what we already know? i always have a good weekend",2023-07-26T18:33:42.001Z,1
277,"hello, hooray! you can have hip 14810 b it is the biggest sibling in the three planet hip 14810 system, and is found in the aries constellation!! note surprisingly hard to work out what constellations the exoplanets are in... new feature for the nasa exoplanet archive...?",2023-07-24T23:01:49.101Z,1
278,suck my dick and balls i work for nasa,2023-07-17T20:05:05.240Z,-1
279,"then you ll know everything space x do, nasa have already done. space x are just piggybacking, in typical musk fashion",2023-07-25T15:02:21.673Z,-1
280,"except for the whole reusable rockets thing and lowering the cost of launching satellites by 5 10x?? nasa has no desire to run a space ferry business. they want to and should be doing exploration, not wasting their time being the ups of space. the us gov is their biggest customer and that s ok.",2023-07-02T20:10:00.145Z,-1
281,on 2023 07 27 14 20 33 translation nasa and the us military plan to launch a nuclear powered spacecraft by 2026 as part of the draco project. its task is to test a technology that could be revolutionary and help humanity fly to mars and distant wo...,2023-07-27T14:48:29.749Z,1
282,"hm, even earlier than that was the altgers chat systems, hanging on servers with members of the legion of doom. got my sister to order some stuff to a nearby church with a stolen credit card number from there, that upset the parents. got grounded for a year when caught logging into a nasa machine",2023-07-18T02:11:23.064Z,-1
283,been watching a lot of for all mankind and can t believe they couldn t give us a banger like this considering the body count that alternate history nasa has racked up,2023-07-02T17:21:01.829Z,-1
284,"i follow nasa, ars technica, linus torvalds, mark ruffalo, hank green, christopher mims and george takei to name a few. there are many people on there but these are a few that caught my interest. i still miss some of the other youtubers that i used to follow on twit but yet will show eventually.",2023-07-09T03:54:35.434Z,1
285,"12 6 2023 part 37 kennedy space center nasa, cape canaveral, fl space shuttle atlantis exhibit wing views",2023-12-18T19:40:27.802Z,0
286,"12 6 2023 part 24 kennedy space center nasa, cape canaveral, fl the apollo saturn v rocket center replicas of moonrovers real ones are still sitting on the moon!",2023-12-17T19:24:40.322Z,0
287,"if you ever say hamas didn t do anything wrong? i m blocking you so fast nasa will issue me a grant regarding ftl research. war crimes are war crimes, no matter if israel or hamas does them. don t try to justify atrocities.",2023-11-08T05:07:45.937Z,-1
288,the number of meetings about meetings about meetings...yaldabaoth help me. but also i get to bring my dog to the office and there is a lot of free cheese. so on balance it s fine. i love it when a creator i love is like a lawyer or an engineer or works for nasa lol. you didn t disappoint!!,2023-12-18T02:07:26.519Z,1
289,"i think it s more that nasa spent 30 years working on how to not make a rocket blow up and spacex seems to have a track record resembling the early 60s rather than the late 60s early 70s feels like going backwards i guess, and as a result, a massive waste of materials",2023-11-18T15:55:46.983Z,-1
290,"shuttle c was a regan baby, lunar transfer shuttle was regan and bush along with the freedom, it s all cope from bad nasa engineers being captured by ula",2023-11-17T20:14:01.193Z,-1
291,"laughing at the new radio commercial from the it provider in calgary who spams the airwaves with their ads... network operations center... they literally say it. like they re nasa. no guys, you ve got an office with techs sitting at pcs",2023-11-10T17:53:10.212Z,1
292,do you work in nasa mission control in the 60s?,2023-11-30T05:52:02.367Z,0
293,"even if you re not at , please enjoy this briefing format being presented in the esri booth 621 across from nasa by joseph kerski and rina kurnia on teaching and research in science with gis and the spatial perspective storymaps.arcgis.com briefings fd...",2023-12-14T18:02:47.833Z,0
294,nasa engineering!,2023-11-09T09:22:31.720Z,0
295,"arguably even worse, because the link to the nasa page it provides solarsystem.nasa.gov solar system... doesn t even say the sun s mass anywhere! how is that even a source?",2023-12-13T00:53:38.905Z,-1
296,"under construction aspasia paltoglou listens to nicola fox, head of science at nasa, on desert island discs and ponders sci comms more broadly.",2023-12-11T10:14:59.725Z,0
297,people behind the work at nasa stennis,2023-12-18T20:51:05.347Z,0
298,"i think something more happened and there s some sort of cover up amongst nasa roscosmos. his sabotage of the drill is not something nasa would want to share if they could help it, especially with steven blowing up jsc at the same time.",2023-11-10T21:27:21.418Z,-1
299,"approximately 6.4 million tons of wheat and nearly 1.5 million tons of sunflower seeds were harvested in russian occupied ukrainian territories this year, nasa harvest revealed. euromaidanpress.com 2023 12 23 r...",2023-12-23T08:33:38.225Z,1
300,"great to see the awe inspiring pam melroy at nasa hq yesterday. hey, .bsky.social, notice that mission patch on the left?",2023-11-18T22:42:03.624Z,1
301,"hirise 3d a tyrrhena terra crater with altered minerals not much by way of an image rationale, but the bedrock and dark dunes in this 3d image are worth staring at for a while. full image nasa jpl caltech uarizona",2023-11-29T18:17:37.017Z,1
302,no shortage of dreams spaceflight planning history reviving reusing skylab in the shuttle era nasa marshall s november 1977 pitch to nasa headquarters spaceflighthistory.blogspot.com 2015 11 revi...,2023-12-28T15:27:45.965Z,1
303,the behavior of organics in rapidly frozen brine nasa supported scientists have provided new information about the behavior of organic molecules frozen in brine e.g. salty water under conditions similar to the surface of saturn s moon enceladus. astrobiology.arizona.edu news behavio...,2023-11-20T13:52:56.612Z,1
304,"space activities long range plans of nasa national aeronautics and space administration , vol. i iv, 29 may 1962",2023-11-25T15:30:32.841Z,0
305,"artemis mission, earth and moon credit nasa",2023-12-03T18:24:05.616Z,0
306,nasa sounding rocket launches into alaskan aurora,2023-11-09T17:29:53.860Z,0
307,"how many of the astronauts who walked on the moon ate pussy, do you think? nasa tour guide okay any other questions?",2023-11-16T18:46:03.036Z,-1
308,"secondary craters in bas relief secondary craters form from rocks ejected at high speed from the primary crater, which then impact the ground at sufficiently high speed to make huge numbers of much smaller craters over a large region. nasa jpl caltech uarizona",2023-12-28T13:44:54.936Z,-1
309,"nist mandatory scheduled password changes are bad actually nasa oh ok, we ll change our mandatory password change schedule from every 90 days to every 60 days",2023-12-06T14:22:49.092Z,-1
310,my father was a usaf officer who worked with nasa when i was a kid. he told us how the us and the ussr competed to nab scientists from the third reich. their complicity with slave labor and the general nazi stuff was overlooked for strategic purposes. also google hans speidel...,2023-12-14T00:36:26.060Z,-1
311,new version of the crab nebula via the nasa app,2023-11-02T18:42:38.751Z,0
312,terabytes of data confirming that there were reasons why nasa never built rockets that big,2023-11-19T01:31:56.574Z,0
313,nasa scientific balloons ready for flights over .,2023-11-27T21:52:27.574Z,0
314,i wish for all mankind had the rights to use historical figures as characters. i m thinking lee iococca wouldn t have minded being portrayed as the head of nasa. what i want is for john lennon to hold a beatles concert reunion on mars to stop wwiii or is it wwiv by then? .,2023-12-02T02:01:56.468Z,0
315,"when i studied systems engineering, the greatest engineering failures was what we learned about first. once you start producing complex stuff in the real world, failure is easily acheived, just ask elon musk, or the accountant at nasa who tried his hand at launching a space shuttle.",2023-11-23T21:57:40.719Z,-1
316,nasa wallops signs space act agreement to support stem outreach,2023-12-28T18:37:26.269Z,1
317,"nasa deploy the geo orbit atmospheric tracking system s emitters, we ll capture the best high quality image of uranus and it s ring, ever.",2023-11-07T21:25:36.829Z,1
318,nasa ceramic soles and enough pleather to stock 1000 ikeas,2023-12-01T13:58:09.277Z,1
319,nasa guy if our rockets kept exploding like that i d be out of a job,2023-12-19T01:15:19.854Z,-1
320,"omg yes! at my job book production , i often say, we re not nasa. i don t have a t minus countdown to when books arrive in the warehouse. i m going to add this phrase!",2023-11-25T00:07:09.906Z,1
321,"in college, i went to a speech by bill nye got to ask him a question what is your opinion on hard vs soft sciences? paraphrased, he said a nasa engineer puts a rover on mars that s cool. a social worker helps someone obtain the resources to avoid unaliving themselves that s important.",2023-11-17T01:03:34.949Z,1
322,"talking to my cousin is always wild works for nasa especially when he makes predictions. older sister dead at 52, voted democrat younger sister dead at 38 because 4th boyfriend brother dead at 42, pick a cancer me 92 hit by a bus after leaving the hospital from failed suicide attempt.",2023-12-28T13:16:38.544Z,-1
323,"nasa spaceline current awareness list ,074 9 november 2023 space life science research results astrobiology.com 2023 11 nasa...",2023-11-10T20:23:30.690Z,0
324,oh shit nasa poached one of the wet bandits nice to see daniel stern again,2023-11-11T14:02:09.508Z,-1
325,".bsky.social pictured an estimated 500,000 stars. this is the heart of the milky way galaxy. has revealed never before seen features in a star forming region called sagittarius c go.nasa.gov 3r52oq3",2023-11-21T05:59:48.085Z,0
326,"12 6 2023 part 34 kennedy space center nasa, cape canaveral, fl space shuttle atlantis exhibit rearview of the shuttle",2023-12-18T16:34:38.611Z,0
327,latest vertical precip profile by eddywx.bsky.social uhi_nwh for nasa global precip mission. more info bit.ly 1olljbx,2023-11-20T11:45:31.012Z,0
328,"so apparently there was a more recent study done in 2014 that wasn t able to reproduce the nasa results, but in any case, they were looking specifically at removing vocs, not specifically co2. but i also have a brainworm that wants me to try to build an algae based bioreactor for co2 fixation, lol.",2023-12-03T20:51:11.347Z,0
329,i want someone to cuddle with and fall asleep to the nasa tv feed with.,2023-12-25T04:52:47.923Z,0
330,uh oh...better fix this or v ger will come home in 250 years! nasa s voyager 1 spacecraft is speaking gibberish gizmodo.com nasas voyage...,2023-12-13T23:34:31.042Z,-1
331,nasa just spent 11.8 billion on a rocket that has launched once and used recycled technology. nasa has been in a rut and spacex is a way out.,2023-11-18T15:41:28.597Z,-1
332,nasa is also planning to send a probe to uranus. we re the aliens there. that s what aliens do.,2023-12-19T13:48:24.404Z,-1
333,i would contend that it is absolutely correct. wait until you see the new post i am working on it s a nasa msc proposal to replace skylab that made wernher von braun really unhappy.,2023-11-09T00:27:40.832Z,-1
334,"25 years ago nasa, partners begin space station assembly",2023-12-07T03:32:03.001Z,0
335,"i think sls was pretty much built by nasa s entire contractor network under nasa project management, not ula",2023-11-30T04:04:17.120Z,0
336,"bro said he worked at nasa for 46 years. what s the point of questioning his authority anyways? you could just ask. have him cite his sources, y know.",2023-11-18T21:28:22.936Z,0
337,what knowledge is nasa secretly hiding from the public,2023-12-11T15:35:49.344Z,-1
338,neptune winds. credit nasa. mission voyager,2023-10-31T18:03:43.506Z,0
339,goodnight ngc 185 nasa,2023-11-21T05:53:12.000Z,0
340,"how weird is it that there are government owned or sponsored organizations called fannie mae, ginnie mae, and freddie mac. like what if we all called nasa nancy sawyer or some shit",2023-11-28T06:04:19.954Z,-1
341,this is a great pic when i was an nasa jsc in the 1990s i went hunting for pics of this i knew they had been taken but fear of offending the russians ran high.,2023-12-10T16:53:18.766Z,1
342,yestersun 2023.11.26 sdo nasa aia seﾃ｡n doran,2023-11-27T10:48:52.277Z,0
343,"new course from nasa helps build open, inclusive science community",2023-12-06T15:23:39.702Z,1
344,"to be fair there is no budget for that. nasa has been oriented to operate only from high earth orbit heo and outward, that is more costly than low earth orbit leo . compared to the past contractors used to be serious like united launch alliance",2023-11-26T22:27:07.188Z,-1
345,hubble back in service after gyro scare nasa still studying reboost options,2023-12-09T02:40:02.709669Z,1
346,"day 2 of news! join us at for the grand unveiling of nasa science explorer! don t miss the live demos at booth 649, presentations, and exclusive scix temporary tattoos. learn more at scixplorer.org.",2023-12-12T16:04:47.583Z,1
347,"gosh it would be so based if you bought my silly stickers and shirts and stuff tbh. youd look so good with a hoodie that says acab in the nasa worm font bestie. youd be so hot for buying my little designs and supporting me, your favorite space fag, at spacefag.gay on sale only for a few days more!",2023-11-21T18:25:32.044Z,1
348,the astronomy picture of the day the fairy of the eagle nebula via the nasa app,2023-11-26T04:27:32.730Z,1
349,"nasa najveca prednost, kakav novi stadion u osijeku i slicne modernosti",2023-11-21T19:58:23.923Z,0
350,this is not nasa.,2023-11-18T14:46:25.604Z,0
351,"former astronaut nasa senior mgr bob cabana i m sad we ve lost trailblazer dr mary cleave, shuttle astronaut veteran 2 spaceflights 1st woman to lead nasa sciencemissiondirectorate. mary was force of nature w a passion for science, exploration, caring for our home planet. she will be missed 1",2023-11-30T00:10:46.769Z,1
352,the astronomy picture of the day ngc1850 not found in the milky way via the nasa app,2023-12-02T19:21:04.451Z,0
353,it s extremely nasa brained for them to think that nobody would want to see pictures of space.,2023-11-02T17:19:46.930Z,-1
354,"false premise, any advanced research and development is inherently aiding future military action. dod contractors keep sat design inside their companies, they have dedicated builders and so on. nasa has launched dod payloads on shuttle but hasn t for 12 years.",2023-11-20T08:47:44.354Z,-1
355,"12 7 2023 day 2, part 15 kennedy space center nasa, cape canaveral, fl actual flown artifact gemini 9 capsule when they were still trying to perfect the spacewalk.",2023-12-20T18:52:50.508Z,0
356,"worse because he insisted they use a launchpad design that both nasa and a casual knowledge of physics told them would be a disaster, just because it s faster and cheaper to pour a flat concrete pad with neither reinforcements nor flame channels.",2023-12-27T16:23:41.942Z,-1
